rowid,mpl_hostname,mpl_letter,mpl_def,mpl_reflink,mpl_discmethod,mpl_pnum,mpl_orbper,mpl_orbsmax,mst_teff,mst_mass,mst_rad,rowupdate,mpl_name,mpl_masse,mpl_rade,mpl_disc,mpl_status,st_dist
482,HD 20868,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009A&A...496..513M target=ref> Moutou et al. 2009 </a>,Radial Velocity,1,380.85,0.947,4795,0.78,0.79,11/5/14,HD 20868 b,,,2008,3,48.9
483,HD 209458,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2007ApJ...655..564K target=ref> Knutson et al. 2007 </a>,Radial Velocity,1,3.52474859,,,1.101,1.12,8/21/14,HD 209458 b,,14.796,1999,3,47.08
484,HD 210277,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2006ApJ...646..505B target=ref> Butler et al. 2006 </a>,Radial Velocity,1,442.19,1.138,5555,1.01,,11/19/14,HD 210277 b,,,1998,3,21.29
485,HD 210702,b,1,<a href=http://adsabs.harvard.edu/abs/2012PASJ...64..135S target=ref> Sato et al. 2012 </a>,Radial Velocity,1,354.8,1.2,4967,1.68,5.1,9/3/15,HD 210702 b,,,2007,3,55.93
486,HD 212301,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2006A&A...451..345L target=ref> Lo Curto et al. 2006 </a>,Radial Velocity,1,2.245715,0.036,6256,1.27,,5/14/14,HD 212301 b,,,2005,3,52.72
487,HD 212771,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010PASP..122..701J target=ref> Johnson et al. 2010 </a>,Radial Velocity,1,373.3,1.22,5121,1.15,5,5/14/14,HD 212771 b,,,2009,3,121.8
488,HD 213240,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2001A&A...379..999S target=ref> Santos et al. 2001 </a>,Radial Velocity,1,951,2.03,5975,1.22,,4/30/15,HD 213240 b,,,2001,3,40.75
489,HD 214823,b,1,<a href=http://adsabs.harvard.edu/abs/2016arXiv160407610D target=ref>Diaz et al. 2016</a>,Radial Velocity,1,1877,3.18,6215,1.22,,5/19/16,HD 214823 b,,,2016,3,97.47
490,HD 215497,b,1,<a href=http://adsabs.harvard.edu/abs/2010A%26A...512A..48L target=ref> Lo Curto et al. 2010 </a>,Radial Velocity,2,3.93404,0.047,5113,0.872,,11/19/14,HD 215497 b,,,2009,3,43.53
491,HD 215497,c,1,<a href=http://adsabs.harvard.edu/abs/2010A%26A...512A..48L target=ref> Lo Curto et al. 2010 </a>,Radial Velocity,2,567.94,1.282,5113,0.872,,11/19/14,HD 215497 c,,,2009,3,43.53
492,HD 216435,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2006ApJ...646..505B target=ref> Butler et al. 2006 </a>,Radial Velocity,1,1311,2.56,5999,1.3,,7/23/14,HD 216435 b,,,2002,3,33.29
493,HD 216437,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2004A&A...415..391M target=ref> Mayor et al. 2004 </a>,Radial Velocity,1,1256,2.32,5887,1.06,,4/24/15,HD 216437 b,,,2002,3,26.52
494,HD 216536,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...803....1N target=ref>Niedzielski et al. 2015</a>,Radial Velocity,1,148.6,0.609,4639,1.36,12.5,2/5/15,HD 216536 b,,,2015,3,
495,HD 216770,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2004A&A...415..391M target=ref> Mayor et al. 2004 </a>,Radial Velocity,1,118.45,0.46,,0.9,,4/24/15,HD 216770 b,,,2003,3,37.89
496,HD 217107,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009ApJ...693.1084W target=ref> Wright et al. 2009 </a>,Radial Velocity,2,7.126816,0.0748,,,,5/14/14,HD 217107 b,,,1998,3,19.72
497,HD 217107,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009ApJ...693.1084W target=ref> Wright et al. 2009 </a>,Radial Velocity,2,4270,5.32,,,,5/14/14,HD 217107 c,,,2005,3,19.72
498,HD 217786,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2011A%26A...527A..63M target=ref> Moutou et al. 2011 </a>,Radial Velocity,1,1319,2.38,5966,1.02,1.27,5/14/14,HD 217786 b,,,2011,3,54.8
499,HD 218566,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2011ApJ...727..117M target=ref> Meschiari et al. 2011 </a>,Radial Velocity,1,225.7,0.6873,4820,0.85,0.86,5/14/14,HD 218566 b,,,2010,3,29.94
500,HD 219077,b,1,<a href=http://adsabs.harvard.edu/abs/2013A%26A...551A..90M target=ref> Marmier et al. 2013 </a>,Radial Velocity,1,5501,6.22,5362,1.05,1.91,5/14/14,HD 219077 b,,,2012,3,29.2
501,HD 219134,b,1,<a href=http://adsabs.harvard.edu/abs/2017NatAs...1E..56G target=ref>Gillon et al. 2017</a>,Radial Velocity,6,3.092926,0.03876,4699,0.81,0.78,3/16/17,HD 219134 b,4.74,1.602,2015,3,6.55
502,HD 219134,c,1,<a href=http://adsabs.harvard.edu/abs/2017NatAs...1E..56G target=ref>Gillon et al. 2017</a>,Radial Velocity,6,6.76458,0.0653,4699,0.81,0.78,3/16/17,HD 219134 c,4.36,1.511,2015,3,6.55
503,HD 219134,d,1,<a href=http://adsabs.harvard.edu/abs/2017NatAs...1E..56G target=ref>Gillon et al. 2017</a>,Radial Velocity,6,46.859,0.237,4699,0.81,0.78,3/16/17,HD 219134 d,16.17,1.61,2015,3,6.55
504,HD 219134,f,1,<a href=http://adsabs.harvard.edu/abs/2017NatAs...1E..56G target=ref>Gillon et al. 2017</a>,Radial Velocity,6,22.717,0.1463,4699,0.81,0.78,3/16/17,HD 219134 f,7.3,1.31,2015,3,6.55
505,HD 219134,g,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...814...12V target=ref>Vogt et al. 2015</a>,Radial Velocity,6,94.2,0.3753,4913,0.794,0.77,11/19/15,HD 219134 g,,,2015,3,6.55
506,HD 219134,h,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...814...12V target=ref>Vogt et al. 2015</a>,Radial Velocity,6,2247,3.11,4913,0.794,0.77,11/19/15,HD 219134 h,,,2015,3,6.55
507,HD 219415,b,1,<a href=http://adsabs.harvard.edu/abs/2012ApJ...756...53G target=ref> Gettel et al. 2012 </a>,Radial Velocity,1,2093.3,3.2,4820,1,2.9,9/18/15,HD 219415 b,,,2012,3,169.78
508,HD 219828,b,1,<a href=http://adsabs.harvard.edu/abs/2016arXiv160506942S target=ref>Santos et al. 2016</a>,Radial Velocity,2,3.834887,0.045,5891,1.23,1.69,6/3/16,HD 219828 b,,,2007,3,77.9
509,HD 219828,c,1,<a href=http://adsabs.harvard.edu/abs/2016arXiv160506942S target=ref>Santos et al. 2016</a>,Radial Velocity,2,4791,5.96,5891,1.23,1.69,6/3/16,HD 219828 c,,,2016,3,77.9
510,HD 220074,b,1,<a href=http://adsabs.harvard.edu/abs/2013A%26A...549A...2L target=ref> Lee et al. 2013 </a>,Radial Velocity,1,672.1,1.6,3935,1.2,49.7,5/14/14,HD 220074 b,,,2012,3,289.02
511,HD 220689,b,1,<a href=http://adsabs.harvard.edu/abs/2013A%26A...551A..90M target=ref> Marmier et al. 2013 </a>,Radial Velocity,1,2209,3.36,5921,1.04,1.07,5/14/14,HD 220689 b,,,2012,3,45.23
512,HD 220773,b,1,<a href=http://adsabs.harvard.edu/abs/2012ApJ...749...39R target=ref> Robertson et al. 2012 </a>,Radial Velocity,1,3724.7,4.94,,,,5/14/14,HD 220773 b,,,2011,3,48.43
513,HD 220842,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016arXiv160204622H target=ref>Hebrard et al. 2016</a>,Radial Velocity,1,218.47,0.74,5960,1.13,,2/25/16,HD 220842 b,,,2016,3,62.5
514,HD 221287,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2007A&A...470..721N target=ref> Naef et al. 2007 </a>,Radial Velocity,1,456.1,1.25,6304,1.25,,5/14/14,HD 221287 b,,,2007,3,52.88
515,HD 221585,b,1,<a href=http://adsabs.harvard.edu/abs/2016arXiv160407610D target=ref>Diaz et al. 2016</a>,Radial Velocity,1,1173,2.306,5620,1.19,,5/19/16,HD 221585 b,,,2016,3,53.59
516,HD 222076,b,1,<a href=http://adsabs.harvard.edu/abs/2016arXiv161107648W target=ref>Wittenmyer et al. 2016</a>,Radial Velocity,1,871,1.83,4806,1.07,4.1,12/1/16,HD 222076 b,,,2016,3,83.5
517,HD 222155,b,1,<a href=http://adsabs.harvard.edu/abs/2012A%26A...545A..55B target=ref> Boisse et al. 2012 </a>,Radial Velocity,1,3999,5.1,5765,1.13,1.67,5/14/14,HD 222155 b,,,2011,3,50.45
518,HD 222582,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2006ApJ...646..505B target=ref> Butler et al. 2006 </a>,Radial Velocity,1,572.38,1.347,5727,0.99,,7/23/14,HD 222582 b,,,1999,3,41.95
519,HD 224538,b,1,<a href=http://adsabs.harvard.edu/abs/2016arXiv160309391J target=ref>Jenkins et al. 2016</a>,Radial Velocity,1,1189.1,2.28,6097,1.34,1.54,11/10/16,HD 224538 b,,,2016,3,77.76
520,HD 224693,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2006ApJ...647..600J target=ref> Johnson et al. 2006 </a>,Radial Velocity,1,26.73,0.192,6037,1.33,1.7,11/19/14,HD 224693 b,,,2006,3,94.07
521,HD 22781,b,1,<a href=http://adsabs.harvard.edu/abs/2012A%26A...538A.113D target=ref> D&iacute;az et al. 2012 </a>,Radial Velocity,1,528.07,1.167,5027,0.75,,5/14/14,HD 22781 b,,,2011,3,31.79
522,HD 23079,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2006ApJ...646..505B target=ref> Butler et al. 2006 </a>,Radial Velocity,1,730.6,1.596,5927,1.01,,7/23/14,HD 23079 b,,,2001,3,34.6
523,HD 23127,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2007ApJ...660.1636O target=ref> O'Toole et al. 2007 </a>,Radial Velocity,1,1214,2.4,,1.13,,11/19/14,HD 23127 b,,,2006,3,89.13
524,HD 231701,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2007ApJ...669.1336F target=ref> Fischer et al. 2007 </a>,Radial Velocity,1,141.6,0.53,6208,1.14,1.35,11/19/14,HD 231701 b,,,2007,3,108.46
525,HD 233604,b,1,<a href=http://adsabs.harvard.edu/abs/2013ApJ...770...53N target=ref> Nowak et al. 2013 </a>,Radial Velocity,1,192,0.747,4791,1.5,10.9,5/14/14,HD 233604 b,,,2013,3,
526,HD 23596,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009ApJS..182...97W target=ref> Wittenmyer et al. 2009 </a>,Radial Velocity,1,1561,2.772,5904,1.159,,5/14/14,HD 23596 b,,,2003,3,52
527,HD 240210,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009ApJ...707..768N target=ref> Niedzielski et al. 2009 </a>,Radial Velocity,1,501.75,1.16,4297,0.82,,11/19/14,HD 240210 b,,,2009,3,
528,HD 240237,b,1,<a href=http://adsabs.harvard.edu/abs/2012ApJ...745...28G target=ref> Gettel et al. 2012 </a>,Radial Velocity,1,745.7,1.9,4361,1.69,32,11/19/14,HD 240237 b,,,2011,3,307.69
529,HD 24040,b,1,<a href=http://adsabs.harvard.edu/abs/2012A%26A...545A..55B target=ref> Boisse et al. 2012 </a>,Radial Velocity,1,3668,4.92,,1.18,,5/14/14,HD 24040 b,,,2006,3,46.51
530,HD 24064,b,1,<a href=http://adsabs.harvard.edu/abs/2015arXiv150909012L target=ref>Lee et al. 2015</a>,Radial Velocity,1,535.6,1.29,4052.5,1,38,10/15/15,HD 24064 b,,,2015,3,264.4
531,HD 25171,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2011A%26A...527A..63M target=ref> Moutou et al. 2011 </a>,Radial Velocity,1,1845,3.02,6160,1.09,1.18,5/14/14,HD 25171 b,,,2010,3,56.05
532,HD 2638,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2005A&A...439..367M target=ref> Moutou et al. 2005 </a>,Radial Velocity,1,3.4442,0.044,5192,0.93,,11/19/14,HD 2638 b,,,2005,3,53.71
533,HD 27442,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2006ApJ...646..505B target=ref> Butler et al. 2006 </a>,Radial Velocity,1,428.1,1.271,4846,1.23,,7/23/14,HD 27442 b,,,2000,3,18.24
534,HD 27631,b,1,<a href=http://adsabs.harvard.edu/abs/2013A%26A...551A..90M target=ref> Marmier et al. 2013 </a>,Radial Velocity,1,2208,3.25,5737,0.94,1,5/14/14,HD 27631 b,,,2012,3,44.54
535,HD 27894,b,1,<a href=http://adsabs.harvard.edu/abs/2017arXiv170600509T target=ref>Trifonov et al. 2017</a>,Radial Velocity,3,18.02,0.125,,0.8,,6/15/17,HD 27894 b,,,2005,3,42.37
536,HD 27894,c,1,<a href=http://adsabs.harvard.edu/abs/2017arXiv170600509T target=ref>Trifonov et al. 2017</a>,Radial Velocity,3,36.07,0.198,,0.8,,6/15/17,HD 27894 c,,,2017,3,42.37
537,HD 27894,d,1,<a href=http://adsabs.harvard.edu/abs/2017arXiv170600509T target=ref>Trifonov et al. 2017</a>,Radial Velocity,3,5174,5.448,,0.8,,6/15/17,HD 27894 d,,,2017,3,42.37
538,HD 28185,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009ApJS..182...97W target=ref> Wittenmyer et al. 2009 </a>,Radial Velocity,1,385.9,1.032,5546,0.98,,5/14/14,HD 28185 b,,,2001,3,39.6
539,HD 28254,b,1,<a href=http://adsabs.harvard.edu/abs/2010A%26A...523A..15N target=ref> Naef et al. 2010 </a>,Radial Velocity,1,1116,2.15,5664,1.06,1.48,11/19/14,HD 28254 b,,,2010,3,54.7
540,HD 285507,b,1,<a href=http://adsabs.harvard.edu/abs/2014ApJ...787...27Q target=ref> Quinn et al. 2014 </a>,Radial Velocity,1,6.0881,,4503,0.734,0.66,5/14/14,HD 285507 b,,,2013,3,42.43
541,HD 285968,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009A&A...493..645F target=ref> Forveille et al. 2009 </a>,Radial Velocity,1,8.7836,0.066,,0.5,,11/19/14,HD 285968 b,,,2008,3,9.42
542,HD 28678,b,1,<a href=http://adsabs.harvard.edu/abs/2011ApJS..197...26J target=ref> Johnson et al. 2011 </a>,Radial Velocity,1,387.1,1.25,5076,1.74,6.2,5/14/14,HD 28678 b,,,2011,3,168.92
543,HD 29021,b,1,<a href=http://adsabs.harvard.edu/abs/2017arXiv170206393R target=ref>Rey et al. 2017</a>,Radial Velocity,1,1362.3,2.28,5560,0.85,0.85,3/2/17,HD 29021 b,,,2017,3,30.6
544,HD 290327,b,1,<a href=http://adsabs.harvard.edu/abs/2010A%26A...523A..15N target=ref> Naef et al. 2010 </a>,Radial Velocity,1,2443,3.43,5552,0.9,1,11/19/14,HD 290327 b,,,2009,3,56.7
545,HD 2952,b,1,<a href=http://adsabs.harvard.edu/abs/2013PASJ...65...85S target=ref> Sato et al. 2013 </a>,Radial Velocity,1,311.6,1.2,4844,2.54,12.02,5/14/14,HD 2952 b,,,2013,3,115.21
546,HD 30177,b,1,<a href=http://adsabs.harvard.edu/abs/2016arXiv161202072W target=ref>Wittenmyer et al. 2016</a>,Radial Velocity,2,2524.4,3.58,5580,0.988,,12/21/16,HD 30177 b,,,2002,3,54.71
547,HD 30177,c,1,<a href=http://adsabs.harvard.edu/abs/2016arXiv161202072W target=ref>Wittenmyer et al. 2016</a>,Radial Velocity,2,11613,9.89,5580,0.988,,12/21/16,HD 30177 c,,,2016,3,54.71
548,HD 30562,b,1,<a href=http://adsabs.harvard.edu/abs/2013A%26A...551A..90M target=ref> Marmier et al. 2013 </a>,Radial Velocity,1,1159.2,2.315,5994,1.23,1.53,5/14/14,HD 30562 b,,,2009,3,26.5
549,HD 30669,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...576A..48M target=ref>Moutou et al. 2015</a>,Radial Velocity,1,1684,2.69,5400,0.92,0.91,1/8/15,HD 30669 b,,,2014,3,57.1
550,HD 30856,b,1,<a href=http://adsabs.harvard.edu/abs/2011ApJS..197...26J target=ref> Johnson et al. 2011 </a>,Radial Velocity,1,912,1.8,4982,1.35,4.2,5/14/14,HD 30856 b,,,2011,3,121.07
551,HD 31253,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2011ApJ...727..117M target=ref> Meschiari et al. 2011 </a>,Radial Velocity,1,466,1.26,5960,1.23,1.71,5/14/14,HD 31253 b,,,2010,3,53.82
552,HD 3167,b,1,<a href=https://arxiv.org/abs/1706.01892 target=ref>Christiansen et al. 2017</a>,Transit,3,0.959641,0.01815,5261,0.86,0.86,6/8/17,HD 3167 b,5.02,1.7,2016,3,45.8
553,HD 3167,c,1,<a href=https://arxiv.org/abs/1706.01892 target=ref>Christiansen et al. 2017</a>,Transit,3,29.8454,0.1795,5261,0.86,0.86,6/8/17,HD 3167 c,9.8,3.01,2016,3,45.8
554,HD 3167,d,1,<a href=https://arxiv.org/abs/1706.01892 target=ref>Christiansen et al. 2017</a>,Radial Velocity,3,8.509,0.07757,5261,0.86,0.86,6/8/17,HD 3167 d,,,2017,3,45.8
555,HD 32518,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009A&A...505.1311D target=ref> Dollinger et al. 2009 </a>,Radial Velocity,1,157.54,0.59,4580,1.13,10.22,5/14/14,HD 32518 b,,,2009,3,117.37
556,HD 32963,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151200417R target=ref>Rowan et al. 2015</a>,Radial Velocity,1,2372,3.41,5727,0.94,,1/5/16,HD 32963 b,,,2015,3,35.24
557,HD 330075,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2004A&A...423..385P target=ref> Pepe et al. 2004 </a>,Radial Velocity,1,3.38773,0.039,5017,0.7,,11/19/14,HD 330075 b,,,2004,3,50.2
558,HD 33142,b,1,<a href=http://adsabs.harvard.edu/abs/2011ApJS..197...26J target=ref> Johnson et al. 2011 </a>,Radial Velocity,1,326.6,1.06,5052,1.48,4.2,5/14/14,HD 33142 b,,,2011,3,136.8
559,HD 33283,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2006ApJ...647..600J target=ref> Johnson et al. 2006 </a>,Radial Velocity,1,18.179,0.145,5995,1.24,1.2,11/19/14,HD 33283 b,,,2006,3,86.88
560,HD 33564,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2005A&A...444L..21G target=ref> Galland et al. 2005 </a>,Radial Velocity,1,388,1.1,6250,1.25,,12/3/14,HD 33564 b,,,2005,3,20.98
561,HD 33844,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151207316W target=ref>Wittenmyer et al. 2015</a>,Radial Velocity,2,551.4,1.6,4861,1.78,5.29,1/14/16,HD 33844 b,,,2015,3,100.9
562,HD 33844,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151207316W target=ref>Wittenmyer et al. 2015</a>,Radial Velocity,2,916,2.24,4861,1.78,5.29,1/14/16,HD 33844 c,,,2015,3,100.9
563,HD 34445,b,1,<a href=http://adsabs.harvard.edu/abs/2010ApJ...721.1467H target=ref> Howard et al. 2010 </a>,Radial Velocity,1,1049,2.07,5836,1.07,1.38,5/14/14,HD 34445 b,,,2009,3,45.01
564,HD 35759,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016arXiv160204622H target=ref>Hebrard et al. 2016</a>,Radial Velocity,1,82.467,0.389,6060,1.15,,2/25/16,HD 35759 b,,,2016,3,72.5
565,HD 3651,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009ApJS..182...97W target=ref> Wittenmyer et al. 2009 </a>,Radial Velocity,1,62.218,0.295,5221,0.882,,5/14/14,HD 3651 b,,,2003,3,11.1
566,HD 37124,b,1,<a href=http://adsabs.harvard.edu/abs/2011ApJ...730...93W target=ref>Wright et al. 2011</a>,Radial Velocity,3,154.378,0.53364,,0.85,,8/18/16,HD 37124 b,,,2002,3,33.24
567,HD 37124,c,1,<a href=http://adsabs.harvard.edu/abs/2011ApJ...730...93W target=ref>Wright et al. 2011</a>,Radial Velocity,3,885.5,1.71,,0.85,,8/18/16,HD 37124 c,,,2002,3,33.24
568,HD 37124,d,1,<a href=http://adsabs.harvard.edu/abs/2011ApJ...730...93W target=ref>Wright et al. 2011</a>,Radial Velocity,3,1862,2.807,,0.85,,8/18/16,HD 37124 d,,,2005,3,33.24
569,HD 37605,b,1,<a href=http://adsabs.harvard.edu/abs/2012ApJ...761...46W target=ref> Wang et al. 2012 </a>,Radial Velocity,2,55.01307,0.2831,5448,1,0.9,2/5/15,HD 37605 b,,,2004,3,42.88
570,HD 37605,c,1,<a href=http://adsabs.harvard.edu/abs/2012ApJ...761...46W target=ref> Wang et al. 2012 </a>,Radial Velocity,2,2720,3.814,5448,1,0.9,5/14/14,HD 37605 c,,,2012,3,42.88
571,HD 38283,b,1,<a href=http://adsabs.harvard.edu/abs/2011ApJ...732...31T target=ref> Tinney et al. 2011 </a>,Radial Velocity,1,363.2,1.02,5998,1.085,,9/10/15,HD 38283 b,,,2010,3,37.78
572,HD 38529,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009ApJS..182...97W target=ref> Wittenmyer et al. 2009 </a>,Radial Velocity,2,14.3098,0.131,5697,1.477,,5/14/14,HD 38529 b,,,2000,3,42.4
573,HD 38529,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009ApJS..182...97W target=ref> Wittenmyer et al. 2009 </a>,Radial Velocity,2,2140.2,3.712,5697,1.477,,5/14/14,HD 38529 c,,,2000,3,42.4
574,HD 38801,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010ApJ...715..550H target=ref> Harakawa et al. 2010 </a>,Radial Velocity,1,696.3,1.7,5222,1.36,2.53,5/14/14,HD 38801 b,,,2009,3,99.4
575,HD 39091,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2006ApJ...646..505B target=ref> Butler et al. 2006 </a>,Radial Velocity,1,2151,3.38,5950,1.1,,7/23/14,HD 39091 b,,,2001,3,18.21
576,HD 40307,b,1,<a href=http://adsabs.harvard.edu/abs/2013A%26A...549A..48T target=ref> Tuomi et al. 2013 </a>,Radial Velocity,5,4.3123,0.0468,4956,0.77,,5/14/14,HD 40307 b,,,2009,3,12.83
577,HD 40307,c,1,<a href=http://adsabs.harvard.edu/abs/2013A%26A...549A..48T target=ref> Tuomi et al. 2013 </a>,Radial Velocity,5,9.6184,0.0799,4956,0.77,,5/14/14,HD 40307 c,,,2009,3,12.83
578,HD 40307,d,1,<a href=http://adsabs.harvard.edu/abs/2013A%26A...549A..48T target=ref> Tuomi et al. 2013 </a>,Radial Velocity,5,20.432,0.1321,4956,0.77,,5/14/14,HD 40307 d,,,2009,3,12.83
579,HD 40307,f,1,<a href=http://adsabs.harvard.edu/abs/2013A%26A...549A..48T target=ref> Tuomi et al. 2013 </a>,Radial Velocity,5,51.76,0.247,4956,0.77,,5/14/14,HD 40307 f,,,2013,3,12.83
580,HD 40307,g,1,<a href=http://adsabs.harvard.edu/abs/2013A%26A...549A..48T target=ref> Tuomi et al. 2013 </a>,Radial Velocity,5,197.8,0.6,4956,0.77,,5/14/14,HD 40307 g,,,2013,3,12.83
581,HD 40979,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009ApJS..182...97W target=ref> Wittenmyer et al. 2009 </a>,Radial Velocity,1,264.15,0.846,6089,1.154,,5/14/14,HD 40979 b,,,2002,3,33.3
582,HD 41004 A,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2004A&A...426..695Z target=ref> Zucker et al. 2004 </a>,Radial Velocity,1,963,,,,,12/3/14,HD 41004 A b,,,2004,3,43.03
583,HD 41004 B,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2004A&A...426..695Z target=ref> Zucker et al. 2004 </a>,Radial Velocity,1,1.3283,,,0.4,,12/3/14,HD 41004 B b,,,2003,3,43.03
584,HD 4113,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2008A&A...480L..33T target=ref> Tamuz et al. 2008 </a>,Radial Velocity,1,526.62,1.28,5688,0.99,,12/3/14,HD 4113 b,,,2007,3,44.05
585,HD 42012,b,1,<a href=http://adsabs.harvard.edu/abs/2017arXiv170206393R target=ref>Rey et al. 2017</a>,Radial Velocity,1,857.5,1.67,5405,0.83,0.82,3/2/17,HD 42012 b,,,2017,3,37.1
586,HD 4203,b,1,<a href=http://adsabs.harvard.edu/abs/2014ApJ...785...93K target=ref> Kane et al. 2014 </a>,Radial Velocity,2,437.05,1.1735,,,,5/14/14,HD 4203 b,,,2001,3,77.82
587,HD 4203,c,1,<a href=http://adsabs.harvard.edu/abs/2014ApJ...785...93K target=ref> Kane et al. 2014 </a>,Radial Velocity,2,6700,6.95,,,,5/14/14,HD 4203 c,,,2014,3,77.82
588,HD 4208,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2006ApJ...646..505B target=ref> Butler et al. 2006 </a>,Radial Velocity,1,828,1.65,5600,0.87,,7/23/14,HD 4208 b,,,2001,3,32.7
589,HD 42618,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...830...46F target=ref>Fulton et al. 2016</a>,Radial Velocity,1,149.61,0.554,5727,1.015,1,10/27/16,HD 42618 b,,,2016,3,23.5
590,HD 4308,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2006A&A...447..361U target=ref> Udry et al. 2006 </a>,Radial Velocity,1,15.56,0.115,5685,0.83,,12/3/14,HD 4308 b,,,2005,3,21.85
591,HD 4313,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010PASP..122..701J target=ref> Johnson et al. 2010 </a>,Radial Velocity,1,356,1.19,5035,1.72,4.9,5/14/14,HD 4313 b,,,2009,3,131.41
592,HD 43197,b,1,<a href=http://adsabs.harvard.edu/abs/2010A%26A...523A..15N target=ref> Naef et al. 2010 </a>,Radial Velocity,1,327.8,0.92,5508,0.96,1,12/3/14,HD 43197 b,,,2010,3,56.3
593,HD 43691,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2007A&A...473..323D target=ref> da Silva et al. 2007 </a>,Radial Velocity,1,36.96,0.24,6200,1.38,,1/22/15,HD 43691 b,,,2007,3,93.2
